1;Surgery;Acute appendicitis;A 25 year old man presents with a two week history of right iliac fossa pain and intermittent fevers.  His BP is 120/72 mmHg, PR 64/min and T 36.4°C. Examination reveals evidence of a 6cm right iliac fossa mass.  There is tenderness over the mass but nowhere else on the abdomen.  How would you assess and manage him?
2;Surgery;Breast lump;A 60 year old woman presents with a breast lump she has found herself. You are unable to palpate the lump.  How would you manage this situation?
3;Surgery;Carotid bruit;A 70 year old asymptomatic man is found to have a right carotid bruit. How would you assess and manage him?
4;Surgery;Central catheter associated pneumothorax;A 57 year old man has a central line inserted into his right subclavian vein. Immediately after the insertion, he develops acute shortness of breath.  How would you assess and manage him?
5;Surgery;Chronic otitis media;A 43 year old woman presents with worsening left-sided headache. She has a history of chronic otitis media affecting the left ear. How would you assess  her?
6;Surgery;DVT prophylaxis;A 65 year old man is booked for a radical prostatectomy for prostate cancer.  He had a right leg deep venous thrombosis 5 months ago and is currently on Warfarin.  What are the measures you would take to prevent a recurrence?
7;Surgery;DVT prophylaxis;A 60 year old man is admitted for an anterior resection of the rectum for carcinoma.  How would you manage the risk of deep venous thrombosis?
8;Surgery;DVT prophylaxis and warfarin;A 72 year old woman presents to the Emergency Department with a four day history of epigastric pain.  Gastroscopy reveals evidence of a gastric antral ulcer. Can you outline your management plan?
9;Surgery;Idiopathic Thrombocytopaenic Purpura;A 36 year old woman is to have a repair of a shoulder rotator cuff injury.  She has a history of ITP and is on oral prednisone.  How would you manage her?
10;Surgery;Impotence;A 70 year old man presents with the recent onset of impotence. How would you assess and manage him?
11;Surgery;Intermittent claudication;A 73 year old man presents with intermittent pain in his right thigh and calf on walking.  What might you expect to find on history and examination?
12;Surgery;Intra-op components of care;A 65 year old man is on the operating theatre table for a liver resection for metastases from colorectal cancer.  Outline the non-surgical intra-operative components of this patient’s care.
13;Surgery;Laparoscopic cholecystectomy consent;A 40 year old woman is admitted for an elective laparoscopic cholecystectomy for gallstones. How would you explain the risks and benefits of the procedure to her?
14;Surgery;Large bowel obstruction;An 82 year old woman presents to the Emergency Department with a four day history of cramping supra-pubic abdominal pain, abdominal distension and complete constipation.  She has not previously had any abdominal surgery.  Clinical examination reveals evidence of right iliac fossa tenderness.  Can you outline your management plan?
15;Surgery;Laryngeal carcinoma;A 60 year old man presents with hoarseness for four weeks.  There is no history of upper respiratory infection.  How would you assess him?
16;Surgery;NEW CASE - 2020 RELEASE;A 21 year old man presents with a suspected fractured nose sustained during a football game.  Can you outline your management?
17;Surgery;NEW CASE - 2020 RELEASE;A 57 year old man presents with abdominal pain.  There are no signs of abdominal rebound tenderness or guarding.  What are possible diagnoses and which investigations may be helpful?
18;Surgery;NEW CASE - 2020 RELEASE;A 63 year old man presented with jaundice and is booked for an endoscopic retrograde cholangio-pancreatogram (ERCP).  Can you outline the consent for this procedure?
19;Surgery;NEW CASE - 2020 RELEASE;A 63 year old man presents with macroscopic haematuria after a fall off a ladder.  Can you outline your management?
